1999,5,Titans,Bulldogs,Eels,Panthers,Dragons,Rabbitohs,Warriors,Raiders,Knights,SeaEagles,Sharks,Cowboys,Broncos,Storm,Roosters,Tigers
7.00,9.00,1.40,22.40,2.90,7.00
8.00,2.00,4.20,25.70,1.30,2.00
7.00,1.00,1.50,21.70,2.80,7.00
4.00,11.00,1.70,20.70,2.30,4.00
12.00,15.00,1.20,27.50,5.00,15.00
2.00,13.00,2.10,20.70,1.80,13.00
1.00,14.00,1.70,21.50,2.30,1.00
3.00,0.00,1.30,26.40,3.80,0.00
10.00,9.00,1.30,24.60,3.70,10.00
6.00,7.00,1.80,20.80,2.10,7.00
15.00,8.00,1.30,24.20,3.40,15.00
11.00,12.00,1.70,19.30,2.20,11.00
5.00,4.00,1.40,22.90,3.30,5.00
0.00,14.00,2.80,22.60,1.50,0.00
15.00,1.00,2.80,23.40,1.50,1.00
8.00,10.00,5.70,30.40,1.20,10.00
9.00,12.00,4.80,29.50,1.20,12.00
13.00,11.00,2.90,22.80,1.50,13.00
3.00,6.00,1.60,21.50,2.50,3.00
2.00,5.00,1.50,20.90,2.60,5.00
4.00,7.00,2.20,20.40,1.80,4.00
10.00,12.00,2.10,21.10,1.80,10.00
0.00,13.00,2.20,21.70,1.80,13.00
6.00,4.00,2.40,21.00,1.60,6.00
9.00,11.00,3.60,25.40,1.30,11.00
14.00,8.00,1.10,30.30,6.00,14.00
3.00,7.00,1.60,21.50,2.40,3.00
2.00,1.00,2.30,20.00,1.70,2.00
5.00,15.00,1.40,23.80,3.30,15.00
13.00,6.00,1.70,20.90,2.40,13.00
4.00,14.00,2.20,20.70,1.80,4.00
8.00,9.00,2.90,22.60,1.50,9.00
10.00,3.00,1.50,22.40,2.70,10.00
11.00,2.00,1.40,22.60,3.40,11.00
7.00,15.00,1.40,22.60,3.00,7.00
1.00,0.00,1.30,23.80,3.70,1.00
12.00,5.00,1.20,31.40,5.00,12.00
14.00,3.00,2.50,20.60,1.60,3.00
15.00,13.00,2.60,20.70,1.50,13.00
7.00,10.00,2.10,20.10,1.80,10.00
12.00,8.00,1.10,34.60,7.60,12.00
1.00,6.00,1.90,20.30,2.00,6.00
0.00,4.00,1.80,20.50,2.10,4.00
11.00,5.00,1.30,25.20,3.80,11.00
9.00,2.00,2.20,20.30,1.70,2.00
13.00,1.00,1.70,21.30,2.30,1.00
8.00,15.00,2.10,20.90,1.80,8.00
10.00,0.00,1.30,25.30,3.90,10.00
3.00,11.00,2.30,21.40,1.70,11.00
6.00,9.00,1.50,22.70,2.90,9.00
2.00,7.00,1.60,21.40,2.50,2.00
5.00,14.00,1.50,21.90,2.80,14.00
12.00,4.00,1.10,32.30,5.90,12.00
1.00,7.00,1.50,23.10,2.60,7.00
2.00,3.00,1.50,22.00,2.70,3.00
14.00,6.00,2.30,21.70,1.70,6.00
11.00,4.00,1.20,28.50,4.20,11.00
15.00,10.00,2.20,22.20,1.70,10.00
13.00,8.00,1.20,31.30,5.60,13.00
0.00,12.00,4.40,29.50,1.20,12.00
9.00,5.00,2.70,21.40,1.50,5.00
10.00,13.00,1.80,20.40,2.10,10.00
